Category,Count,Percentage
home_theater_systems_stores,7,0.0071413268585303145
nurse_practitioner,12,0.012242274614623398
steel_fabricators,1,0.0010201895512186164
observatory,2,0.002040379102437233
fabric_store,36,0.03672682384387019
indo_chinese_restaurant,1,0.0010201895512186164
distillery,16,0.016323032819497863
public_school,11,0.011222085063404781
canadian_restaurant,25,0.02550473878046541
escape_rooms,19,0.01938360147315371
boot_camp,6,0.006121137307311699
alcohol_and_drug_treatment_centers,7,0.0071413268585303145
beer_garden,5,0.005100947756093082
baby_gear_and_furniture,4,0.004080758204874466
food_banks,6,0.006121137307311699
fair,13,0.013262464165842014
betting_center,3,0.0030605686536558496
sikh_temple,10,0.010201895512186164
flea_market,15,0.015302843268279246
brazilian_restaurant,15,0.015302843268279246
colombian_restaurant,9,0.009181705960967547
trains,3,0.0030605686536558496
taxi_service,26,0.026524928331684027
iron_and_steel_industry,4,0.004080758204874466
aircraft_repair,2,0.002040379102437233
halal_restaurant,37,0.037747013395088805
truck_dealer,6,0.006121137307311699
auto_manufacturers_and_distributors,8,0.008161516409748932
hookah_bar,32,0.032646065638995726
furniture_wholesalers,3,0.0030605686536558496
b2b_food_products,2,0.002040379102437233
public_plaza,30,0.030605686536558492
himalayan_nepalese_restaurant,5,0.005100947756093082
cupcake_shop,20,0.020403791024372328
powder_coating_service,6,0.006121137307311699
horse_trainer,1,0.0010201895512186164
wood_and_pulp,1,0.0010201895512186164
casino,22,0.022444170126809562
equestrian_facility,2,0.002040379102437233
automotive_consultant,3,0.0030605686536558496
mission,5,0.005100947756093082
bus_tours,4,0.004080758204874466
festival,2,0.002040379102437233
meat_wholesaler,12,0.012242274614623398
paintball,8,0.008161516409748932
television_service_providers,11,0.011222085063404781
payroll_services,4,0.004080758204874466
hunting_and_fishing_supplies,13,0.013262464165842014
basketball_court,8,0.008161516409748932
radiologist,8,0.008161516409748932
allergist,1,0.0010201895512186164
auditorium,6,0.006121137307311699
security_services,15,0.015302843268279246
hearing_aids,30,0.030605686536558492
emergency_roadside_service,3,0.0030605686536558496
customs_broker,3,0.0030605686536558496
lumber_store,2,0.002040379102437233
pentecostal_church,30,0.030605686536558492
emergency_pet_hospital,2,0.002040379102437233
musical_band_orchestras_and_symphonies,1,0.0010201895512186164
hair_extensions,10,0.010201895512186164
clothing_company,17,0.01734322237071648
machine_and_tool_rentals,6,0.006121137307311699
cement_supplier,3,0.0030605686536558496
hockey_arena,4,0.004080758204874466
comedy_club,32,0.032646065638995726
hair_loss_center,6,0.006121137307311699
clinical_laboratories,17,0.01734322237071648
trinidadian_restaurant,1,0.0010201895512186164
educational_research_institute,35,0.03570663429265158
occupational_safety,13,0.013262464165842014
shaved_ice_shop,1,0.0010201895512186164
business_signage,1,0.0010201895512186164
furniture_repair,4,0.004080758204874466
car_stereo_store,6,0.006121137307311699
souvenir_shop,6,0.006121137307311699
video_and_video_game_rentals,5,0.005100947756093082
homeless_shelter,17,0.01734322237071648
astrologer,31,0.03162587608777711
salvadoran_restaurant,7,0.0071413268585303145
herbal_shop,4,0.004080758204874466
golf_club,3,0.0030605686536558496
paint_store,7,0.0071413268585303145
importers,1,0.0010201895512186164
vending_machine_supplier,3,0.0030605686536558496
food_consultant,9,0.009181705960967547
trailer_rentals,2,0.002040379102437233
safe_store,3,0.0030605686536558496
wheel_and_rim_repair,2,0.002040379102437233
rafting_kayaking_area,1,0.0010201895512186164
leather_goods,11,0.011222085063404781
senior_citizen_services,12,0.012242274614623398
art_restoration,3,0.0030605686536558496
floral_designer,2,0.002040379102437233
hawaiian_restaurant,4,0.004080758204874466
bottled_water_company,5,0.005100947756093082
music_production_services,3,0.0030605686536558496
auto_restoration_services,8,0.008161516409748932
bankruptcy_law,28,0.028565307434121258
shutters,2,0.002040379102437233
b2b_electronic_equipment,11,0.011222085063404781
frozen_foods,3,0.0030605686536558496
outdoor_furniture_store,3,0.0030605686536558496
3d_printing_service,4,0.004080758204874466
poke,9,0.009181705960967547
employment_law,47,0.04794890890727497
surgical_center,6,0.006121137307311699
pop_up_shop,10,0.010201895512186164
aquarium,10,0.010201895512186164
ecuadorian_restaurant,1,0.0010201895512186164
commercial_printer,5,0.005100947756093082
cabinet_sales_service,3,0.0030605686536558496
vinyl_record_store,4,0.004080758204874466
b2b_scientific_equipment,1,0.0010201895512186164
b2b_forklift_dealers,1,0.0010201895512186164
mining,80,0.08161516409748931
chicken_wings_restaurant,13,0.013262464165842014
baseball_stadium,2,0.002040379102437233
fishing_club,1,0.0010201895512186164
waterproofing,4,0.004080758204874466
window_supplier,1,0.0010201895512186164
tile_store,2,0.002040379102437233
plastic_company,2,0.002040379102437233
gastroenterologist,2,0.002040379102437233
reptile_shop,4,0.004080758204874466
jehovahs_witness_kingdom_hall,2,0.002040379102437233
disability_law,10,0.010201895512186164
furniture_rental_service,1,0.0010201895512186164
hockey_field,5,0.005100947756093082
business_equipment_and_supply,3,0.0030605686536558496
electrical_supply_store,3,0.0030605686536558496
embroidery_and_crochet,2,0.002040379102437233
rehabilitation_center,3,0.0030605686536558496
commercial_vehicle_dealer,2,0.002040379102437233
driving_range,4,0.004080758204874466
home_automation,3,0.0030605686536558496
mobile_phone_repair,28,0.028565307434121258
fitness_exercise_equipment,3,0.0030605686536558496
macarons,2,0.002040379102437233
maternity_wear,4,0.004080758204874466
soul_food,1,0.0010201895512186164
bathroom_remodeling,5,0.005100947756093082
water_supplier,5,0.005100947756093082
adoption_services,1,0.0010201895512186164
sri_lankan_restaurant,10,0.010201895512186164
laser_eye_surgery_lasik,3,0.0030605686536558496
medical_school,15,0.015302843268279246
motorsport_vehicle_dealer,5,0.005100947756093082
aircraft_manufacturer,1,0.0010201895512186164
lighthouse,2,0.002040379102437233
science_museum,2,0.002040379102437233
doner_kebab,3,0.0030605686536558496
religious_school,6,0.006121137307311699
cleaning_services,3,0.0030605686536558496
department_of_motor_vehicles,2,0.002040379102437233
circus,7,0.0071413268585303145
skating_rink,1,0.0010201895512186164
water_purification_services,1,0.0010201895512186164
vegan_restaurant,5,0.005100947756093082
flight_school,2,0.002040379102437233
craft_shop,3,0.0030605686536558496
hearing_aid_provider,2,0.002040379102437233
armed_forces_branch,9,0.009181705960967547
cardiologist,3,0.0030605686536558496
paralegal_services,9,0.009181705960967547
fire_and_water_damage_restoration,6,0.006121137307311699
nanny_services,2,0.002040379102437233
dairy_farm,1,0.0010201895512186164
adult_store,5,0.005100947756093082
inventory_control_service,1,0.0010201895512186164
flooring_contractors,6,0.006121137307311699
hospital_equipment_and_supplies,1,0.0010201895512186164
tai_chi_studio,2,0.002040379102437233
dental_laboratories,1,0.0010201895512186164
food_and_beverage_exporter,3,0.0030605686536558496
social_and_human_services,6,0.006121137307311699
wellness_program,5,0.005100947756093082
prenatal_perinatal_care,29,0.02958549698533988
speech_training,2,0.002040379102437233
gold_buyer,10,0.010201895512186164
georgian_restaurant,3,0.0030605686536558496
persian_iranian_restaurant,25,0.02550473878046541
data_recovery,10,0.010201895512186164
cosmetology_school,3,0.0030605686536558496
art_museum,17,0.01734322237071648
tennis_stadium,1,0.0010201895512186164
corporate_entertainment_services,1,0.0010201895512186164
real_estate_photography,1,0.0010201895512186164
social_club,4,0.004080758204874466
party_equipment_rental,1,0.0010201895512186164
it_support_snd_service,12,0.012242274614623398
neurologist,2,0.002040379102437233
hotel_supply_service,1,0.0010201895512186164
grilling_equipment,1,0.0010201895512186164
general_litigation,7,0.0071413268585303145
russian_restaurant,1,0.0010201895512186164
bathtub_and_sink_repairs,1,0.0010201895512186164
book_magazine_distribution,7,0.0071413268585303145
endodontist,11,0.011222085063404781
disc_golf_course,4,0.004080758204874466
radio_and_television_commercials,9,0.009181705960967547
writing_service,22,0.022444170126809562
marina,10,0.010201895512186164
soccer_field,7,0.0071413268585303145
motorcycle_rentals,1,0.0010201895512186164
health_department,8,0.008161516409748932
boat_dealer,9,0.009181705960967547
ferry_boat_company,3,0.0030605686536558496
seaplane_bases,1,0.0010201895512186164
importer_and_exporter,1,0.0010201895512186164
matchmaker,1,0.0010201895512186164
private_association,5,0.005100947756093082
internal_medicine,2,0.002040379102437233
cosmetic_surgeon,11,0.011222085063404781
pathologist,4,0.004080758204874466
arabian_restaurant,2,0.002040379102437233
political_party_office,5,0.005100947756093082
pizza_delivery_service,8,0.008161516409748932
sightseeing_tour_agency,20,0.020403791024372328
cuban_restaurant,3,0.0030605686536558496
argentine_restaurant,4,0.004080758204874466
tenant_and_eviction_law,1,0.0010201895512186164
workers_compensation_law,1,0.0010201895512186164
jazz_and_blues,2,0.002040379102437233
sake_bar,3,0.0030605686536558496
drywall_services,2,0.002040379102437233
ethiopian_restaurant,18,0.018363411921935094
piercing,3,0.0030605686536558496
formal_wear_store,6,0.006121137307311699
shared_office_space,1,0.0010201895512186164
fountain,7,0.0071413268585303145
bank_equipment_service,1,0.0010201895512186164
art_supply_store,7,0.0071413268585303145
boxing_gym,1,0.0010201895512186164
kickboxing_club,5,0.005100947756093082
recording_and_rehearsal_studio,12,0.012242274614623398
soup_restaurant,3,0.0030605686536558496
game_publisher,2,0.002040379102437233
egyptian_restaurant,5,0.005100947756093082
malaysian_restaurant,5,0.005100947756093082
bags_luggage_company,1,0.0010201895512186164
furniture_accessory_store,2,0.002040379102437233
farming_services,2,0.002040379102437233
town_hall,14,0.014282653717060629
cabaret,1,0.0010201895512186164
demolition_service,2,0.002040379102437233
ceiling_service,2,0.002040379102437233
health_coach,3,0.0030605686536558496
television_station,2,0.002040379102437233
gay_bar,11,0.011222085063404781
theaters_and_performance_venues,2,0.002040379102437233
roadside_assistance,3,0.0030605686536558496
dive_bar,2,0.002040379102437233
spiritual_shop,1,0.0010201895512186164
cricket_ground,2,0.002040379102437233
granite_supplier,19,0.01938360147315371
airport_shuttles,7,0.0071413268585303145
power_plants_and_power_plant_service,1,0.0010201895512186164
bartender,5,0.005100947756093082
engineering_schools,2,0.002040379102437233
nigerian_restaurant,1,0.0010201895512186164
national_park,5,0.005100947756093082
cpr_classes,2,0.002040379102437233
tabletop_games,1,0.0010201895512186164
pets,5,0.005100947756093082
tiki_bar,1,0.0010201895512186164
gelato,3,0.0030605686536558496
health_and_wellness_club,2,0.002040379102437233
hot_dog_restaurant,14,0.014282653717060629
assisted_living_facility,18,0.018363411921935094
taiwanese_restaurant,7,0.0071413268585303145
consultant_and_general_service,2,0.002040379102437233
adult_education,16,0.016323032819497863
track_stadium,1,0.0010201895512186164
sports_school,3,0.0030605686536558496
lebanese_restaurant,17,0.01734322237071648
genealogists,2,0.002040379102437233
air_duct_cleaning_service,4,0.004080758204874466
christmas_trees,2,0.002040379102437233
boxing_club,1,0.0010201895512186164
sex_therapist,2,0.002040379102437233
laser_cutting_service_provider,1,0.0010201895512186164
indonesian_restaurant,6,0.006121137307311699
outdoor_advertising,1,0.0010201895512186164
acoustical_consultant,1,0.0010201895512186164
noodles_restaurant,18,0.018363411921935094
threading_service,1,0.0010201895512186164
bartending_school,3,0.0030605686536558496
shipping_collection_services,1,0.0010201895512186164
personal_assistant,4,0.004080758204874466
cycling_classes,7,0.0071413268585303145
house_sitting,1,0.0010201895512186164
contract_law,2,0.002040379102437233
british_restaurant,3,0.0030605686536558496
event_technology_service,4,0.004080758204874466
psychic_medium,8,0.008161516409748932
auto_insurance,7,0.0071413268585303145
street_vendor,1,0.0010201895512186164
sculpture_statue,7,0.0071413268585303145
muay_thai_club,1,0.0010201895512186164
hostel,7,0.0071413268585303145
dim_sum_restaurant,22,0.022444170126809562
food_tours,3,0.0030605686536558496
belgian_restaurant,2,0.002040379102437233
oral_surgeon,13,0.013262464165842014
business_financing,3,0.0030605686536558496
hong_kong_style_cafe,2,0.002040379102437233
environmental_renewable_natural_resource,1,0.0010201895512186164
ticket_sales,3,0.0030605686536558496
service_apartments,1,0.0010201895512186164
bike_tours,1,0.0010201895512186164
custom_cakes_shop,2,0.002040379102437233
health_market,5,0.005100947756093082
registry_office,1,0.0010201895512186164
emergency_room,2,0.002040379102437233
research_institute,11,0.011222085063404781
sport_equipment_rentals,1,0.0010201895512186164
esports_team,1,0.0010201895512186164
professional_sports_team,4,0.004080758204874466
lighting_fixtures_and_equipment,2,0.002040379102437233
billing_services,2,0.002040379102437233
general_festivals,3,0.0030605686536558496
herb_and_spice_shop,1,0.0010201895512186164
telemarketing_services,3,0.0030605686536558496
federal_government_offices,1,0.0010201895512186164
fishing_charter,3,0.0030605686536558496
automobile_leasing,2,0.002040379102437233
business_records_storage_and_management,1,0.0010201895512186164
medical_law,2,0.002040379102437233
art_tours,1,0.0010201895512186164
home_and_rental_insurance,1,0.0010201895512186164
private_equity_firm,4,0.004080758204874466
pension,2,0.002040379102437233
mobile_phone_accessories,2,0.002040379102437233
mediator,3,0.0030605686536558496
talent_agency,8,0.008161516409748932
pretzels,1,0.0010201895512186164
visitor_center,2,0.002040379102437233
acai_bowls,2,0.002040379102437233
bus_service,2,0.002040379102437233
cooking_classes,2,0.002040379102437233
dietitian,2,0.002040379102437233
airlines,2,0.002040379102437233
petting_zoo,1,0.0010201895512186164
public_toilet,1,0.0010201895512186164
balloon_services,3,0.0030605686536558496
transcription_services,1,0.0010201895512186164
pain_management,1,0.0010201895512186164
chambers_of_commerce,2,0.002040379102437233
dumpster_rentals,1,0.0010201895512186164
planetarium,1,0.0010201895512186164
kiteboarding,1,0.0010201895512186164
osteopath,4,0.004080758204874466
business_schools,3,0.0030605686536558496
amateur_sports_league,1,0.0010201895512186164
patent_law,6,0.006121137307311699
opera_and_ballet,6,0.006121137307311699
utility_service,1,0.0010201895512186164
architectural_tours,2,0.002040379102437233
town_car_service,1,0.0010201895512186164
ip_and_internet_law,4,0.004080758204874466
b2b_energy_mining,2,0.002040379102437233
process_servers,1,0.0010201895512186164
pet_transportation,1,0.0010201895512186164
civil_rights_lawyers,5,0.005100947756093082
package_locker,1,0.0010201895512186164
photography_classes,1,0.0010201895512186164
watch_store,3,0.0030605686536558496
architecture,1,0.0010201895512186164
kids_recreation_and_party,6,0.006121137307311699
hypnosis_hypnotherapy,3,0.0030605686536558496
watch_repair_service,1,0.0010201895512186164
makerspace,1,0.0010201895512186164
welders,3,0.0030605686536558496
drugstore,1,0.0010201895512186164
civil_engineers,1,0.0010201895512186164
student_union,1,0.0010201895512186164
university_housing,4,0.004080758204874466
dui_law,2,0.002040379102437233
irish_restaurant,1,0.0010201895512186164
australian_restaurant,2,0.002040379102437233
kosher_restaurant,6,0.006121137307311699
flatbread_restaurant,1,0.0010201895512186164
food_court,1,0.0010201895512186164
fingerprinting_service,4,0.004080758204874466
school_sports_team,2,0.002040379102437233
laboratory,2,0.002040379102437233
pan_asian_restaurant,2,0.002040379102437233
ophthalmologist,2,0.002040379102437233
plaza,1,0.0010201895512186164
apartment_agent,2,0.002040379102437233
board_of_education_offices,1,0.0010201895512186164
feng_shui,1,0.0010201895512186164
duty_free_shop,1,0.0010201895512186164
freight_forwarding_agency,1,0.0010201895512186164
custom_t_shirt_store,3,0.0030605686536558496
periodontist,7,0.0071413268585303145
international_business_and_trade_services,1,0.0010201895512186164
permanent_makeup,2,0.002040379102437233
pancake_house,4,0.004080758204874466
state_museum,1,0.0010201895512186164
boat_builder,1,0.0010201895512186164
vocal_coach,1,0.0010201895512186164
comfort_food_restaurant,7,0.0071413268585303145
tobacco_company,2,0.002040379102437233
cottage,2,0.002040379102437233
cajun_creole_restaurant,4,0.004080758204874466
coin_dealers,1,0.0010201895512186164
piano_services,3,0.0030605686536558496
walking_tours,1,0.0010201895512186164
housing_authorities,3,0.0030605686536558496
inspection_services,1,0.0010201895512186164
family_counselor,2,0.002040379102437233
automotive_storage_facility,2,0.002040379102437233
clothing_rental,2,0.002040379102437233
squash_court,1,0.0010201895512186164
catalan_restaurant,1,0.0010201895512186164
fastener_supplier,1,0.0010201895512186164
boudoir_photography,1,0.0010201895512186164
southern_restaurant,1,0.0010201895512186164
hydroponic_gardening,1,0.0010201895512186164
electric_utility_provider,1,0.0010201895512186164
packing_services,5,0.005100947756093082
cosmetic_products_manufacturer,1,0.0010201895512186164
vehicle_wrap,1,0.0010201895512186164
officiating_services,1,0.0010201895512186164
reiki,1,0.0010201895512186164
archery_range,3,0.0030605686536558496
stucco_services,4,0.004080758204874466
kids_hair_salon,2,0.002040379102437233
surf_shop,3,0.0030605686536558496
merchandising_service,4,0.004080758204874466
masonry_contractors,5,0.005100947756093082
horse_racing_track,1,0.0010201895512186164
animal_hospital,1,0.0010201895512186164
pet_cemetery_and_crematorium_services,1,0.0010201895512186164
doula,1,0.0010201895512186164
animal_rescue_service,1,0.0010201895512186164
gun_and_ammo,1,0.0010201895512186164
paint_your_own_pottery,2,0.002040379102437233
orthopedic_shoe_store,2,0.002040379102437233
imported_food,1,0.0010201895512186164
used_bookstore,1,0.0010201895512186164
medical_sciences_schools,1,0.0010201895512186164
pediatric_pulmonology,1,0.0010201895512186164
mobile_home_dealer,2,0.002040379102437233
armenian_restaurant,3,0.0030605686536558496
cremation_services,1,0.0010201895512186164
well_drilling,1,0.0010201895512186164
wine_wholesaler,2,0.002040379102437233
party_character,1,0.0010201895512186164
ski_and_snowboard_shop,3,0.0030605686536558496
tattoo_removal,1,0.0010201895512186164
live_and_raw_food_restaurant,1,0.0010201895512186164
industrial_cleaning_services,1,0.0010201895512186164
eyebrow_service,1,0.0010201895512186164
studio_taping,3,0.0030605686536558496
hotel_bar,1,0.0010201895512186164
specialty_foods,2,0.002040379102437233
eatertainment,1,0.0010201895512186164
falafel_restaurant,1,0.0010201895512186164
cleaning_products_supplier,2,0.002040379102437233
fur_clothing,1,0.0010201895512186164
taekwondo_club,1,0.0010201895512186164
bail_bonds_service,1,0.0010201895512186164
manufacturing_and_industrial_consultant,1,0.0010201895512186164
international_restaurant,1,0.0010201895512186164
burmese_restaurant,1,0.0010201895512186164
ear_nose_and_throat,1,0.0010201895512186164
mobility_equipment_services,1,0.0010201895512186164
lawn_service,1,0.0010201895512186164
pet_training,1,0.0010201895512186164
archery_shop,3,0.0030605686536558496
trade_fair,1,0.0010201895512186164
government_services,2,0.002040379102437233
hungarian_restaurant,1,0.0010201895512186164
personal_chef,3,0.0030605686536558496
plasterer,1,0.0010201895512186164
bangladeshi_restaurant,12,0.012242274614623398
hvac_supplier,1,0.0010201895512186164
engraving,1,0.0010201895512186164
fencing_club,1,0.0010201895512186164
coach_bus,1,0.0010201895512186164
golf_equipment,1,0.0010201895512186164
superstore,2,0.002040379102437233
bingo_hall,3,0.0030605686536558496
warehouses,4,0.004080758204874466
metal_plating_service,1,0.0010201895512186164
moroccan_restaurant,1,0.0010201895512186164
direct_mail_advertising,1,0.0010201895512186164
volleyball_court,1,0.0010201895512186164
awning_supplier,1,0.0010201895512186164
esports_league,1,0.0010201895512186164
henna_artist,1,0.0010201895512186164
secretarial_services,1,0.0010201895512186164
smokehouse,1,0.0010201895512186164
maternity_centers,1,0.0010201895512186164
bike_parking,1,0.0010201895512186164
bookbinding,1,0.0010201895512186164
electronics_repair_shop,2,0.002040379102437233
commissioned_artist,1,0.0010201895512186164
motel,1,0.0010201895512186164
czech_restaurant,1,0.0010201895512186164
eastern_european_restaurant,1,0.0010201895512186164
urologist,1,0.0010201895512186164
oncologist,1,0.0010201895512186164
natural_gas_supplier,1,0.0010201895512186164
mechanical_engineers,1,0.0010201895512186164
appliance_manufacturer,2,0.002040379102437233
country_dance_hall,1,0.0010201895512186164
trailer_dealer,1,0.0010201895512186164
miniature_golf_course,1,0.0010201895512186164
bedding_and_bath_stores,1,0.0010201895512186164
gemstone_and_mineral,1,0.0010201895512186164
irrigation,1,0.0010201895512186164
tea_wholesaler,1,0.0010201895512186164
meat_shop,1,0.0010201895512186164
aluminum_supplier,1,0.0010201895512186164
batting_cage,1,0.0010201895512186164
pet_adoption,1,0.0010201895512186164
park_and_rides,1,0.0010201895512186164
canal,1,0.0010201895512186164
ultrasound_imaging_center,1,0.0010201895512186164
